from_user,to_user
165945944,159540535
364385872,394491103
18052655,15382667
819703826,394491103
1107229939,394491103
537084102,394491103
297709089,394491103
566108313,394491103
375854316,394491103
628917452,394491103
172637263,394491103
40731433,394491103
495655041,394491103
183918971,394491103
367747310,394491103
277343479,394491103
17801749,83699933
1270462837,394491103
268882880,365235855
1058802138,394491103
67981305,414822835
527812559,394491103
429439899,33015011
351362081,394491103
327890648,469404790
111742191,233069337
101914220,394491103
124701231,394491103
762663283,394491103
469936310,394491103
234848990,394491103
377701653,394491103
402383046,394491103
1362620977,394491103
197140900,394491103
352420023,382864338
386203718,394491103
456127646,394491103
40687487,394491103
222001863,264432586
429439899,394491103
1206244309,394491103
28803698,394491103
351103221,394491103
543085768,394491103
614520230,394491103
495655041,394491103
376436104,394491103
508081252,394491103
20655784,202337210
364385872,394491103
433550550,394491103
492769986,394491103
37485620,394491103
15682881,394491103
395512677,396235109
545688530,1208861688
237608169,394491103
43652688,394491103
352420023,352420023
1353022321,100607314
1026982418,394491103
25015363,41274261
21350283,379343390
420656861,394491103
24688697,16003627
38830005,616310998
143193329,339136008
390534422,753712136
119397910,282242155
47548762,90087399
1296108919,17369951
527812559,394491103
551204142,394491103
351362081,394491103
1334849672,394491103
144305174,394491103
352420023,352420023
944813468,394491103
457603017,394491103
35500890,394491103
205139274,264432586
581374778,394491103
1016268091,521772640
396132848,394491103
100879474,394491103
277788339,394491103
166468860,394491103
66130825,394491103
256053801,394491103
142910750,394491103
563718411,863881656
618922612,394491103
396636288,394491103
615140521,394491103
293511612,394491103
1122621326,68281297
1322894556,51863423
481798855,394491103
104662796,1123301840
103467457,394491103
261948917,394491103
428668938,406100005
1239750264,394491103
588907419,394491103
27838667,394491103
132288120,394491103
552947659,822508908
245051355,422954513
124347206,394491103
348450208,394491103
406100005,397053783
65721139,394491103
1058802138,394491103
36863348,394491103
196430597,394491103
289779966,394491103
40687487,394491103
199166699,394491103
20655784,23235056
163843642,394491103
435505984,394491103
297641661,394491103
132610507,18145900
617715268,394491103
137052567,394491103
1260898856,394491103
276645473,703888033
1058802138,394491103
167494843,394491103
267426308,352399253
62213878,394491103
874933448,394491103
406100005,428668938
382864338,352420023
353181735,394491103
402854515,394491103
382084239,63479605
197884041,394491103
40476913,394491103
174336472,20605481
1010695802,394491103
475967303,394491103
628917452,394491103
68439624,257600595
28847938,394491103
184630285,394491103
285432893,394491103
492729898,394491103
1041666522,130871832
21902026,394491103
335394288,394491103
21776069,394491103
563718411,863881656
1345092726,394491103
445272860,21099064
793333746,394491103
215022191,394491103
396235109,395512677
357222156,394491103
468946648,341141246
462597212,394491103
822508908,942632845
309659780,394491103
315640105,394491103
165792611,394491103
49879937,394491103
234848990,394491103
30257655,1223662284
46542044,394491103
123298382,394491103
469404790,327890648
397053783,394338282
24451942,209246638
549689471,394491103
1058802138,792660210
130871832,1041666522
1014348288,394491103
24999317,394491103
1296108919,317393966
309947812,394491103
385363216,394491103
230493721,40476913
248951436,394491103
24531814,394491103
725278460,394491103
179600435,394491103
408927490,24165761
139457608,166277131
1360432873,394491103
217671058,390456725
216178048,394491103
207146082,394491103
349637808,394491103
53236983,394491103
20204796,394491103
106228864,569322736
431215230,394491103
147499414,394491103
321608269,394491103
42992199,394491103
428668938,406100005
165970613,394491103
290515830,394491103
40687487,28785486
24623930,394491103
35265795,394491103
321206800,394491103
1324269642,394491103
194243299,394491103
247248307,251151863
1041666522,130871832
389914094,394491103
428341883,8431652
277788339,394491103
266920917,394491103
349243334,394491103
353181735,394491103
90838794,79373266
467464075,394491103
408834907,394491103
730078902,20605481
234547267,262534797
30145869,377547904
406100005,428668938
386146325,394491103
527812559,394491103
28803002,394491103
702825726,394491103
421209434,394491103
40476913,230493721
1287284833,1110580429
1326263270,394491103
1363369298,1176452456
23702062,126171188
53747314,43775786
478193291,22870443
609600109,394491103
83699933,17801749
272740599,394491103
52119635,508081252
446664627,24554888
347339164,394491103
348318339,175588519
80928167,216299334
552947659,942632845
563718411,863881656
21902026,21902026
1026982418,394491103
357526880,394491103
158313064,394491103
41100474,394491103
174910988,394491103
60362230,394491103
451461075,394491103
227030228,432618786
438793524,105632018
36668818,36668818
367735436,394491103
206569539,394491103
524082133,397053783
569322736,106228864
428668938,406100005
287297857,394491103
576778394,394491103
14124081,394491103
388556667,394491103
37416425,394491103
779899104,394491103
535370461,394491103
797143374,394491103
20291716,394491103
397053783,394338282
792825248,146773735
349243334,394491103
3948041,63402652
246492631,394491103
327675613,394491103
25832264,394491103
1364967900,394491103
308117666,394491103
408077588,394491103
318799887,394491103
83026650,428333
175118595,394491103
460577661,87237122
349637808,394491103
47681231,59540499
966620162,537385532
739825033,394491103
478471446,237719164
36140271,394491103
348890028,394491103
512854020,1030922364
46022705,437070706
249490489,394491103
29206622,394491103
127681925,394491103
265625902,394491103
406100005,428668938
65461649,394491103
162611914,394491103
253203027,394491103
60362230,394491103
1225055941,16781837
356291332,394491103
71427733,22750589
431215230,394491103
32240331,570353374
84202669,394491103
346708259,394491103
1324806470,1213154582
31324736,394491103
333585581,394491103
193747779,394491103
78955278,394491103
428668938,406100005
1206664764,394491103
744302106,394491103
1139778990,394491103
742218368,394491103
23976161,394491103
298108639,394491103
71692882,394491103
165972024,17243582
360099980,64814303
305285051,394491103
17175981,394491103
967243969,822508908
59191071,394491103
231478597,164317010
403488097,394491103
101914220,394491103
207707063,394491103
453466332,394491103
246978929,394491103
563168602,394491103
36222983,15947185
173994413,1043321448
28847938,394491103
262928702,170962153
527812559,394491103
592367840,394491103
793103334,295155478
552947659,822508908
370283070,394491103
22750589,71427733
235802492,394491103
468022803,394491103
59191071,394491103
196455168,394491103
25059705,36454876
288688537,394491103
575635537,394491103
338759154,394491103
467862903,65721139
287200882,394491103
600579811,394491103
934336214,394491103
831835632,46838546
30033075,394491103
523572498,24200281
609101854,165972024
525771919,966620162
1014561182,394491103
761445108,394491103
36140271,394491103
162418884,972651
334063002,394491103
447460294,394491103
397053783,394338282
59191071,394491103
58908954,394491103
70033648,394491103
1227215317,597224882
415185628,394491103
980893754,394491103
230858968,279610020
164317010,231478597
3948041,14383251
30257655,1223662284
325972190,394491103
300632193,36149324
610494160,394491103
544898874,394491103
256943752,394491103
573255295,394491103
265625902,394491103
74255474,394491103
725996760,394491103
71346526,394491103
44987712,394491103
1269836832,394491103
609101854,609101854
235802492,394491103
527812559,394491103
364931785,174083616
71692882,394491103
132288120,394491103
1056443689,394491103
147300359,394491103
203332544,281684853
86181945,394491103
609101854,609101854
511582110,353837318
146773735,792825248
45405574,394491103
270739267,394491103
59191071,394491103
1206244309,394491103
112156855,46838546
739611368,190860698
15088104,1123301840
16109913,394491103
206480304,394491103
85457054,22530052
762953101,85735717
413785307,394491103
187784295,394491103
836681906,394491103
264402715,252798125
453449604,394491103
265625902,394491103
230493721,40476913
261870610,279649054
32240331,31062881
27195294,394491103
514913937,375688773
838915226,394491103
807654589,394491103
34732639,112236047
345542267,394491103
287180596,394491103
317238949,406100005
20291716,394491103
101192549,172901864
15088104,178733052
235802492,394491103
711122335,394491103
250464607,790536060
361159273,394491103
113968768,535034690
28542014,394491103
528095318,394491103
83026650,20402945
716897582,394491103
528610947,425610315
612139572,394491103
21510761,394491103
768914684,51863423
772665637,394491103
265625902,394491103
546200791,355757327
217435908,394491103
428668938,317238949
1043321448,173994413
197221812,14213811
15088104,722632237
353837318,511582110
636648265,394491103
91928294,394491103
429535756,394491103
952690892,21136877
1123301840,15088104
412686677,283188929
402362817,831302724
511582110,353837318
37544624,394491103
52702697,516169554
28803002,394491103
528610947,374338370
1315179451,394491103
521463660,394491103
261870610,378035342
766510046,394491103
471395752,394491103
14383251,3948041
628935457,394491103
69097837,394491103
397053783,394338282
275800257,394491103
15088104,429504666
941749730,394491103
100348882,394491103
762953101,70033648
361528528,394491103
425610315,528610947
193003349,115522779
234884172,394491103
53434308,333637317
15088104,366792430
870769087,584031440
373482357,394491103
334063002,394491103
711122335,394491103
1118113075,18371439
951594415,394491103
617390532,394491103
118154100,394491103
271667504,394491103
356949252,394491103
100348882,394491103
19271539,394491103
317238949,428668938
253880844,394491103
839809656,394491103
613901642,394491103
307184554,394491103
58070879,394491103
35531195,394491103
32240331,394491103
551224783,234884172
35344631,394491103
334063002,394491103
351242692,394491103
16387279,394491103
634892128,394491103
132630400,394491103
852379350,394491103
331285075,15088104
84202669,340469059
747614245,394491103
288001298,394491103
19320795,394491103
236454340,394491103
1327745708,252798125
762953101,272745923
23691938,394491103
60088550,394491103
35344631,394491103
228846529,302764071
1364846858,394491103
566583755,394491103
825300294,37412575
59761012,394491103
762953101,84202669
381912651,231094495
504859110,394491103
369837191,394491103
454282865,598555797
186483324,394491103
275335555,394491103
105010727,394491103
1009577982,394491103
19261925,28944032
527812559,394491103
