Pos,Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
266,Resident Evil Director's Cut,PS,2006,Racing,Sony Computer Entertainment,1.5,1.56,0.06,0.65,3.77
267,MotorStorm,PS3,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76
268,The Sims: Unleashed,PC,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73
269,Harry Potter and the Sorcerer's Stone,PS,2009,Action,Eidos Interactive,1.96,1.17,0.05,0.55,3.73
270,Batman: Arkham Asylum,PS3,2007,Misc,Nintendo,1.03,1.87,0.41,0.42,3.73
271,Big Brain Academy: Wii Degree,Wii,1998,Strategy,Activision,3.71,0.01,0,0,3.73
272,StarCraft,PC,2009,Role-Playing,Nintendo,2.17,0.47,0.81,0.27,3.72
273,Mario & Luigi: Bowser's Inside Story,DS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
274,Resident Evil 3: Nemesis,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71
275,Spyro: Year of the Dragon,PS,2011,Action,Warner Bros. Interactive Entertainment,2.23,1.09,0.03,0.36,3.71
276,Batman: Arkham City,X360,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
277,FIFA Soccer 2005,PS2,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
278,Pokémon Trading Card Game,GB,2009,Misc,Nintendo,0,0,3.67,0,3.67
279,Tomodachi Collection,DS,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67
280,Tony Hawk's Pro Skater 4,PS2,2011,Action,Nintendo,1.87,1.09,0.36,0.33,3.66
281,The Legend of Zelda: Skyward Sword,Wii,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
282,Banjo-Kazooie,N64,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
283,SOCOM: U.S. Navy SEALs,PS2,2007,Platform,Sony Computer Entertainment,1.37,1.34,0.1,0.84,3.64
284,Ratchet & Clank: Size Matters,PSP,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
285,Jak and Daxter: The Precursor Legacy,PS2,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
286,Pokémon Snap,N64,2008,Adventure,Activision,2.31,0.97,0,0.35,3.63
287,LEGO Indiana Jones: The Original Adventures,X360,2007,Sports,Konami Digital Entertainment,0.05,2.33,0.64,0.6,3.63
288,Pro Evolution Soccer 2008,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62
289,Resident Evil 4,PS2,2007,Simulation,Electronic Arts,1.57,1.57,0.08,0.4,3.62
290,MySims,DS,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61
291,Star Wars Battlefront,PS2,1994,Shooter,Virgin Interactive,2.05,1.4,0,0.16,3.61
292,Doom II,PC,2009,Shooter,Electronic Arts,2.41,0.79,0.05,0.35,3.61
293,Left 4 Dead 2,X360,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61
294,The Simpsons: Road Rage,PS2,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
295,Luigi's Mansion,GC,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59
296,Star Wars Battlefront II,PS2,2005,Racing,Take-Two Interactive,1.62,1.19,0,0.77,3.58
297,Midnight Club 3: DUB Edition,PSP,2000,Fighting,Unknown,2.01,1.35,0.06,0.16,3.58
298,WWF SmackDown!,PS,2008,Misc,Activision,2.3,0.93,0,0.34,3.57
299,Guitar Hero: World Tour,Wii,1997,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56
300,Croc: Legend of the Gobbos,PS,2007,Platform,Nintendo,1.86,0.8,0.59,0.31,3.55
301,Super Paper Mario,Wii,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
302,Grand Theft Auto: Liberty City Stories,PS2,2002,Action,Capcom,1.23,1.77,0.05,0.49,3.54
303,The Getaway,PS2,1997,Adventure,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
304,Tomb Raider III: Adventures of Lara Croft,PS,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
305,James Bond 007: Agent Under Fire,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
306,LEGO Star Wars: The Video Game,PS2,2009,Sports,Electronic Arts,0.56,2.42,0.05,0.51,3.53
307,FIFA Soccer 10,PS3,2000,Action,THQ,1.96,1.33,0,0.23,3.52
308,Rugrats in Paris: The Movie,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
309,Spyro 2: Ripto's Rage!,PS,2007,Simulation,505 Games,1.56,1.46,0.1,0.39,3.51
310,Cooking Mama 2: Dinner With Friends,DS,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
311,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,2010,Sports,Sony Computer Entertainment,1.95,0.98,0.1,0.48,3.51
312,Sports Champions,PS3,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
313,Kung Fu,NES,N/A,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
314,FIFA Soccer 2004,PS2,1999,Misc,Disney Interactive Studios,1.94,1.39,0,0.16,3.49
315,Who wants to be a millionaire,PC,2010,Sports,Electronic Arts,0.67,2.36,0.02,0.44,3.49
316,FIFA Soccer 11,X360,2011,Sports,Sega,1.05,1.77,0.26,0.37,3.46
317,Mario & Sonic at the London 2012 Olympic Games,Wii,1996,Role-Playing,Activision,1.7,1.58,0,0.17,3.46
318,Diablo,PC,2008,Misc,Activision,2.09,1,0.01,0.35,3.44
319,Guitar Hero: On Tour,DS,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
320,Tekken 4,PS2,1998,Adventure,Take-Two Interactive,1.13,2.07,0,0.22,3.42
321,Grand Theft Auto 2,PS,1994,Role-Playing,Square,0.86,0,2.55,0.02,3.42
322,Final Fantasy III,SNES,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41
323,Spider-Man 2,PS2,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
324,F-1 Race,GB,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
325,FIFA Soccer 2003,PS2,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
326,Crash Bash,PS,2010,Role-Playing,Bethesda Softworks,2.11,0.92,0.04,0.32,3.39
327,Fallout: New Vegas,X360,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
328,The Legend of Zelda: Majora's Mask,N64,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,3.36
329,WWF War Zone,PS,2006,Misc,Nintendo,0.58,1.71,0.73,0.34,3.36
330,Clubhouse Games,DS,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34
331,Rugrats: Search For Reptar,PS,2009,Sports,Sega,1.19,1.52,0.27,0.36,3.34
332,Mario & Sonic at the Olympic Winter Games,DS,2006,Misc,Nintendo,0,0.99,2.32,0.02,3.33
333,English Training: Have Fun Improving Your Skills!,DS,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
334,James Bond 007: Nightfire,PS2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
335,Ratchet & Clank,PS2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32
336,Star Wars Episode III: Revenge of the Sith,PS2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
337,Max Payne,PS2,2010,Role-Playing,Activision,1.72,1.16,0,0.43,3.31
338,World of Warcraft: Cataclysm,PC,2010,Shooter,Electronic Arts,1.99,0.96,0.04,0.32,3.31
339,Battlefield: Bad Company 2,X360,2009,Action,Capcom,1.97,0.88,0.12,0.33,3.31
340,Resident Evil 5,X360,2012,Action,Nintendo,0,0,3.29,0,3.29
341,Animal Crossing: New Leaf,3DS,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
342,The Lord of the Rings: The Return of the King,PS2,2008,Shooter,Electronic Arts,2.48,0.45,0.05,0.29,3.28
343,Left 4 Dead,X360,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27
344,True Crime: Streets of LA,PS2,1995,Fighting,Namco Bandai Games,0.95,1.3,0.77,0.22,3.24
345,Tekken,PS,1999,Shooter,Electronic Arts,1.72,1.33,0,0.16,3.21
346,007: Tomorrow Never Dies,PS,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
347,Baseball,NES,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2
348,WWF SmackDown! 2: Know Your Role,PS,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
349,Killer Instinct,SNES,2008,Misc,Nintendo,1.33,1.09,0.46,0.31,3.19
350,Wii Music,Wii,1995,Role-Playing,Enix Corporation,0,0,3.19,0,3.19
351,Dragon Quest VI: Maboroshi no Daichi,SNES,2009,Action,Nintendo,1.35,0.83,0.74,0.26,3.18
352,The Legend of Zelda: Spirit Tracks,DS,2004,Simulation,Electronic Arts,3.09,0.09,0,0,3.18
353,The Sims 2,PC,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18
354,Enter the Matrix,PS2,2008,Role-Playing,Bethesda Softworks,1.67,0.97,0.07,0.46,3.17
355,Fallout 3,PS3,2001,Simulation,Sony Computer Entertainment,2.06,0.56,0.38,0.17,3.17
356,Ace Combat 04: Shattered Skies,PS2,2009,Shooter,Take-Two Interactive,2.17,0.66,0.03,0.29,3.15
357,Borderlands,X360,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
358,Animal Crossing,GC,2007,Sports,Electronic Arts,0.68,1.93,0,0.53,3.14
359,FIFA Soccer 08,PS2,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13
360,Spider-Man,PS,1998,Racing,Electronic Arts,2.14,0.86,0,0.13,3.12
361,Need for Speed III: Hot Pursuit,PS,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
362,Star Wars Episode I Racer,N64,1990,Role-Playing,Enix Corporation,0.08,0,3.03,0.01,3.12
363,Dragon Quest IV,NES,2009,Simulation,Electronic Arts,0,2.75,0,0.36,3.11
364,The Sims 3,PC,2008,Action,Sony Computer Entertainment,1.44,0.97,0.04,0.64,3.09
365,God of War: Chains of Olympus,PSP,2012,Role-Playing,Activision,1.57,1.11,0,0.41,3.09
366,Diablo III,PC,2008,Adventure,Level 5,0.53,1.46,0.82,0.28,3.09
367,Professor Layton and the Unwound Future,DS,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
368,Dragon Ball Z: Budokai,PS2,2006,Misc,Nintendo,0.87,1.01,1.03,0.17,3.09
369,Personal Trainer: Cooking,DS,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
370,Madden NFL 2002,PS2,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
371,World Class Track Meet,NES,2008,Adventure,Disney Interactive Studios,1.82,0.95,0,0.3,3.07
372,Club Penguin: Elite Penguin Force,DS,2007,Role-Playing,Square Enix,1.31,0.55,0.8,0.41,3.07
373,Crisis Core: Final Fantasy VII,PSP,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14,3.07
374,The Sims: Vacation,PC,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
375,Donkey Kong,GB,2011,Action,Nintendo,1.47,0.81,0.57,0.21,3.06
376,The Legend of Zelda: Ocarina of Time,3DS,2005,Platform,Sega,1.17,1.53,0.06,0.29,3.05
377,Sonic Rush,DS,1995,Platform,Ubisoft,1.54,1.33,0,0.16,3.03
378,Rayman,PS,2008,Misc,Nintendo,0.48,0.48,1.93,0.13,3.03
379,Rhythm Heaven,DS,2002,Action,Ubisoft,1.85,1.04,0,0.13,3.02
380,Tom Clancy's Splinter Cell,XB,2009,Action,Eidos Interactive,1.86,0.85,0.01,0.29,3.02
381,Batman: Arkham Asylum,X360,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
382,Mike Tyson's Punch-Out!!,NES,2008,Adventure,Activision,1.8,0.92,0,0.3,3.02
383,LEGO Batman: The Videogame,X360,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02
384,WWE SmackDown! Shut Your Mouth,PS2,2011,Simulation,Nintendo,1.2,0.93,0.68,0.2,3.02
385,Nintendogs + cats,3DS,2008,Platform,Activision,1.9,0.82,0,0.29,3.01
386,Kung Fu Panda,X360,2007,Fighting,Atari,1.15,0.87,0.76,0.22,3
387,Dragon Ball Z: Budokai Tenkaichi 3,PS2,N/A,Fighting,N/A,1.57,1.02,0,0.41,3
388,wwe Smackdown vs. Raw 2006,PS2,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99
389,The Sims: Livin Large,PC,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
390,Star Fox,SNES,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
391,World Soccer Winning Eleven 6 International,PS2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99
392,Devil May Cry,PS2,2010,Role-Playing,Electronic Arts,1.93,0.75,0.03,0.28,2.99
393,Mass Effect 2,X360,2010,Misc,MTV Games,1.96,0.73,0.01,0.28,2.98
394,Dance Central,X360,2003,Platform,Sega,1.04,1.37,0.06,0.49,2.96
395,Sonic Heroes,PS2,2002,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
396,Hitman 2: Silent Assassin,PS2,1996,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
397,Wave Race 64,N64,2003,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
398,SOCOM II: U.S. Navy SEALs,PS2,2005,Fighting,THQ,1.45,1.11,0.04,0.33,2.94
399,WWE SmackDown! vs. RAW 2006,PS2,2001,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
400,Pac-Man Collection,GBA,2009,Racing,Sony Computer Entertainment,0.43,1.4,0.31,0.78,2.93
401,Gran Turismo,PSP,2002,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
402,Super Mario World 2: Yoshi's Island,GBA,2011,Platform,Sony Computer Entertainment,1.59,0.85,0.06,0.41,2.91
403,LittleBigPlanet 2,PS3,2004,Misc,Sega,1.54,1.14,0,0.22,2.9
404,Sonic Mega Collection Plus,PS2,2009,Shooter,Sony Computer Entertainment,1.36,1,0.08,0.45,2.9
405,Killzone 2,PS3,2003,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
406,World Soccer Winning Eleven 7 International,PS2,2001,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
407,Hot Shots Golf 3,PS2,2004,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
408,Call of Duty: Finest Hour,PS2,1999,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
409,Syphon Filter,PS,2010,Platform,Disney Interactive Studios,1.92,0.58,0.12,0.25,2.87
410,Disney Epic Mickey,Wii,1998,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
411,Colin McRae Rally,PS,2008,Platform,Nintendo,1.51,0.02,1.19,0.15,2.86
412,Kirby Super Star Ultra,DS,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
413,The Elder Scrolls III: Morrowind,XB,2011,Role-Playing,Bethesda Softworks,0.9,1.5,0,0.45,2.85
414,The Elder Scrolls V: Skyrim,PC,2007,Simulation,Ubisoft,1.29,1.25,0,0.31,2.85
415,Imagine: Babyz,DS,2008,Sports,Sega,1.73,0.84,0,0.28,2.85
416,Sega Superstars Tennis,X360,1992,Shooter,id Software,1.61,1.12,0,0.13,2.85
417,Doom,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0,0.14,2.85
418,Command & Conquer: Red Alert,PC,1997,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
419,Yoshi's Story,N64,1990,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
420,F-Zero,SNES,2007,Simulation,505 Games,1.38,1.1,0.05,0.3,2.84
421,Cooking Mama: Cook Off,Wii,2006,Puzzle,Nintendo,0.84,1.01,0.73,0.25,2.84
422,WarioWare: Smooth Moves,Wii,2008,Adventure,Warner Bros. Interactive Entertainment,1.64,0.91,0,0.28,2.84
423,LEGO Batman: The Videogame,DS,2000,Role-Playing,Havas Interactive,2.78,0.05,0,0,2.83
424,Diablo II,PC,2002,Fighting,THQ,1.32,1.08,0.04,0.39,2.83
425,WWE SmackDown! vs. Raw,PS2,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
426,Metroid Prime,GC,2003,Action,THQ,1.59,1.05,0.04,0.14,2.82
427,Finding Nemo,GBA,2007,Role-Playing,Ubisoft,1.51,0.77,0.14,0.39,2.81
428,The Elder Scrolls IV: Oblivion,PS3,2003,Fighting,THQ,1.32,1.06,0.04,0.38,2.8
429,WWE SmackDown! Here Comes the Pain,PS2,2007,Simulation,Ubisoft,1.31,1.18,0,0.3,2.79
430,Imagine: Fashion Designer,DS,1997,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
431,Hot Shots Golf,PS,1998,Platform,Konami Digital Entertainment,1.96,0.72,0,0.11,2.79
432,A Bug's Life,PS,2001,Fighting,THQ,1.19,1.15,0.04,0.41,2.79
433,WWF SmackDown! Just Bring It,PS2,1996,Fighting,GT Interactive,1.98,0.7,0,0.11,2.79
434,Mortal Kombat Trilogy,PS,1992,Role-Playing,Enix Corporation,0,0,2.78,0.01,2.79
435,Dragon Quest V: Tenkuu no Hanayome,SNES,2009,Sports,Electronic Arts,2.48,0.09,0,0.22,2.79
436,Madden NFL 10,X360,2001,Sports,Electronic Arts,2.19,0.22,0,0.38,2.79
437,NBA Street,PS2,2003,Platform,Sony Computer Entertainment,1.68,0.74,0,0.36,2.78
438,Jak II,PS2,2003,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78
439,Ratchet & Clank: Going Commando,PS2,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77
440,The Sims,PS2,2010,Shooter,Electronic Arts,1.23,1.03,0.08,0.42,2.77
441,Battlefield: Bad Company 2,PS3,2007,Role-Playing,Microsoft Game Studios,1.75,0.73,0.03,0.26,2.76
442,Mass Effect,X360,2008,Action,THQ,1.73,0.74,0.02,0.27,2.76
443,Saints Row 2,X360,1980,Shooter,Atari,2.56,0.17,0,0.03,2.76
444,Missile Command,2600,2011,Adventure,Take-Two Interactive,1.12,1.08,0.11,0.45,2.75
445,L.A. Noire,PS3,1992,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75
446,Mario Paint,SNES,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73
447,Pokémon Stadium 2,N64,2012,Role-Playing,Electronic Arts,1.75,0.7,0.03,0.26,2.73
448,Mass Effect 3,X360,1986,Adventure,Nintendo,1.33,0.31,1.04,0.05,2.73
449,Metroid,NES,N/A,Adventure,Warner Bros. Interactive Entertainment,1.6,0.86,0,0.27,2.73
450,LEGO Batman: The Videogame,Wii,1999,Strategy,Microsoft Game Studios,2.7,0.03,0,0,2.73
451,Age of Empires II: The Age of Kings,PC,2002,Action,Nintendo,1.75,0.52,0.33,0.1,2.7
452,The Legend of Zelda: A Link to the Past,GBA,2001,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7
453,Onimusha: Warlords,PS2,1998,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7
454,Mario Party,N64,2006,Platform,Nintendo,1.41,0.05,1.1,0.14,2.69
455,Yoshi's Island DS,DS,2006,Action,LucasArts,1.85,0.64,0.01,0.19,2.69
456,LEGO Star Wars II: The Original Trilogy,PS2,2004,Racing,Electronic Arts,1.23,1.11,0,0.34,2.68
457,Burnout 3: Takedown,PS2,1992,Fighting,Acclaim Entertainment,1.95,0.63,0,0.09,2.67
458,Mortal Kombat,GEN,2005,Shooter,Activision,1.48,0.92,0.01,0.26,2.67
459,Call Of Duty 2: Big Red One,PS2,1998,Shooter,Electronic Arts,1.44,1.09,0,0.14,2.67
460,Medal of Honor,PS,2004,Role-Playing,Microsoft Game Studios,1.99,0.58,0,0.09,2.66
461,Fable,XB,2003,Action,Ubisoft,1.15,1.11,0,0.4,2.65
462,Tom Clancy's Splinter Cell,PS2,1986,Platform,Nintendo,0,0,2.65,0,2.65
463,Super Mario Bros.: The Lost Levels,NES,1996,Action,Nintendo,2,0.5,0.12,0.03,2.65
464,Star Wars: Shadows of the Empire,N64,2006,Action,Disney Interactive Studios,1.59,0.8,0,0.26,2.64
465,Hannah Montana,DS,2010,Sports,Electronic Arts,2.32,0.11,0,0.21,2.64
466,Madden NFL 11,X360,2000,Racing,Take-Two Interactive,2,0.47,0.02,0.14,2.63
467,Midnight Club: Street Racing,PS2,2004,Sports,Sega,2.15,0.12,0,0.36,2.62
468,ESPN NFL 2K5,PS2,2010,Puzzle,Nintendo,1.59,0.48,0.35,0.21,2.62
469,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Shooter,Electronic Arts,1.21,0.94,0.07,0.4,2.62
470,Medal of Honor,PS3,2011,Sports,Electronic Arts,2.33,0.09,0,0.21,2.62
471,Madden NFL 12,X360,2006,Shooter,Activision,1.45,0.89,0.02,0.26,2.62
472,Call of Duty 3,X360,2007,Shooter,Take-Two Interactive,1.5,0.81,0.05,0.26,2.62
473,BioShock,X360,2009,Action,Sony Computer Entertainment,1.56,0.6,0.12,0.33,2.61
474,inFAMOUS,PS3,2002,Adventure,Electronic Arts,0.9,1.22,0.04,0.44,2.61
475,Harry Potter and the Chamber of Secrets,PS2,1990,Action,Sega,1.86,0.55,0.11,0.08,2.6
476,Streets of Rage,GEN,2011,Sports,Majesco Entertainment,1.39,0.94,0,0.27,2.59
477,Zumba Fitness 2,Wii,2007,Platform,Sega,1.1,1.16,0.04,0.29,2.59
478,Sonic and the Secret Rings,Wii,2004,Sports,Electronic Arts,2.03,0.21,0,0.35,2.59
479,NBA Live 2005,PS2,2011,Role-Playing,Electronic Arts,1.35,0.89,0,0.33,2.58
480,Star Wars: The Old Republic,PC,2006,Fighting,THQ,1.4,0.88,0.03,0.26,2.58
481,WWE SmackDown vs. RAW 2007,PS2,2006,Shooter,Electronic Arts,0.83,1.08,0.01,0.65,2.58
482,Medal of Honor Heroes,PSP,2004,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57
483,Ratchet & Clank: Up Your Arsenal,PS2,2006,Fighting,Sony Computer Entertainment,0.76,1.06,0.12,0.63,2.57
484,Tekken: Dark Resurrection,PSP,2009,Sports,Electronic Arts,0.57,1.77,0.01,0.23,2.57
485,FIFA Soccer 10,X360,2007,Sports,Electronic Arts,2.14,0.08,0,0.35,2.57
486,Madden NFL 08,PS2,2001,Platform,Sega,1.7,0.59,0.21,0.07,2.56
487,Sonic Adventure 2 Battle,GC,1987,Role-Playing,Enix Corporation,0.15,0,2.41,0,2.56
488,Dragon Quest II,NES,2010,Platform,Nintendo,0.97,0.5,0.92,0.16,2.56
489,Super Mario All-Stars: Limited Edition,Wii,2008,Misc,Activision,1.7,0.61,0,0.24,2.55
490,Guitar Hero: World Tour,X360,2008,Action,LucasArts,1.61,0.7,0,0.25,2.55
491,Star Wars: The Force Unleashed,X360,2009,Racing,Electronic Arts,0.67,1.33,0.04,0.5,2.54
492,Need for Speed: Shift,PS3,2009,Action,Sony Computer Entertainment,1.63,0.37,0.06,0.49,2.54
493,God of War Collection,PS3,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54
494,Pokémon Colosseum,GC,2011,Sports,Take-Two Interactive,2.2,0.12,0.01,0.2,2.54
495,NBA 2K12,X360,N/A,Shooter,Atari,2.36,0.14,0,0.03,2.53
496,Space Invaders,2600,2012,Sports,Electronic Arts,2.25,0.08,0,0.2,2.53
497,Madden NFL 13,X360,2009,Fighting,Namco Bandai Games,1.1,0.86,0.17,0.39,2.53
498,Tekken 6,PS3,2001,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52
499,Crazy Taxi,PS2,2000,Action,Nintendo,1.55,0.75,0.16,0.06,2.52
500,Perfect Dark,N64,2007,Role-Playing,Capcom,0.36,0.24,1.75,0.17,2.52
501,Monster Hunter Freedom 2,PSP,2008,Sports,Electronic Arts,0.45,1.6,0.04,0.42,2.52
502,FIFA Soccer 09,PS3,1986,Role-Playing,Capcom,0.49,0,0.52,1.51,2.52
503,Dragon Quest,NES,2011,Action,Activision,1.21,1.04,0,0.27,2.51
504,Skylanders: Spyro's Adventure,Wii,2008,Sports,Konami Digital Entertainment,0.13,1.68,0.26,0.43,2.5
505,PES 2009: Pro Evolution Soccer,PS2,1999,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5
506,Mario Party 2,N64,2008,Simulation,Nintendo,0.59,0.77,0.96,0.18,2.49
507,Style Savvy,DS,2007,Sports,Nintendo,1.01,1,0.24,0.24,2.49
508,Mario Strikers Charged,Wii,2008,Sports,Electronic Arts,2.18,0.11,0,0.2,2.49
509,Madden NFL 09,X360,2010,Shooter,Electronic Arts,1.47,0.74,0.04,0.24,2.49
510,Medal of Honor,X360,2003,Action,Take-Two Interactive,1.84,0.56,0,0.09,2.49
511,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2012,Misc,Nintendo,0.86,0.75,0.68,0.19,2.49
512,Mario Party 9,Wii,2010,Racing,Electronic Arts,0.91,1.1,0.03,0.44,2.49
513,Need for Speed: Hot Pursuit,PS3,2002,Fighting,Midway Games,1.81,0.52,0,0.15,2.49
514,Mortal Kombat: Deadly Alliance,PS2,1998,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48
515,Tomb Raider: The Last Revelation,PS,2002,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47
516,Mario Party 4,GC,2010,Role-Playing,Bethesda Softworks,1.14,0.85,0.1,0.37,2.47
517,Fallout: New Vegas,PS3,2011,Action,THQ,1.06,1.08,0.06,0.26,2.46
518,Saints Row: The Third,X360,2011,Shooter,Sony Computer Entertainment,1.28,0.74,0.09,0.35,2.46
519,Killzone 3,PS3,2006,Role-Playing,Activision,2.26,0.01,0,0.19,2.45
520,Marvel: Ultimate Alliance,X360,2010,Adventure,Sony Computer Entertainment,1.08,0.92,0.06,0.39,2.45
521,Heavy Rain,PS3,2010,Misc,Nintendo,0.23,1.61,0.33,0.28,2.45
522,Art Academy,DS,1992,Role-Playing,Square,0,0,2.43,0.02,2.45
523,Final Fantasy V,SNES,1997,Role-Playing,Square,0.93,0.12,1.34,0.06,2.45
524,Final Fantasy Tactics,PS,2008,Sports,Hudson Soft,1.1,0.82,0.29,0.24,2.45
525,Deca Sports,Wii,2009,Adventure,Level 5,0.24,1.3,0.68,0.23,2.45
526,Professor Layton and the Last Specter,DS,1996,Racing,Sony Computer Entertainment,2.12,0.25,0,0.07,2.44
527,Twisted Metal 2,PS,2011,Adventure,Take-Two Interactive,1.35,0.83,0.02,0.24,2.44
528,L.A. Noire,X360,2003,Simulation,Electronic Arts,1.07,1.19,0,0.18,2.43
529,The Sims: Bustin' Out,PS2,1997,Adventure,Red Orb,1.52,0.82,0,0.1,2.43
530,Riven: The Sequel to Myst,PC,2012,Action,Capcom,0.66,0.64,0.86,0.27,2.43
531,Resident Evil 6,PS3,2012,Action,Take-Two Interactive,2.13,0.12,0.01,0.17,2.43
532,NBA 2K13,X360,2007,Misc,Midway Games,1.43,0.75,0,0.24,2.43
533,Game Party,Wii,2007,Platform,Sony Computer Entertainment,0.88,1.04,0.08,0.43,2.43
534,Ratchet & Clank Future: Tools of Destruction,PS3,1998,Platform,Sega,1.26,0.61,0.46,0.08,2.42
535,Sonic Adventure,DC,1988,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42
