Pos,Game,Platform,Year,Genre,Publisher,North America,Europe,Japan,Rest of World,Global
8612,GT Advance 2: Rally Racing,GBA,2000,Fighting,Tecmo Koei,0,0,0.11,0,0.11
8613,DOA 2: Dead or Alive 2 Hardcore,PS2,2004,Sports,Activision,0.09,0.02,0,0,0.11
8614,Cabela's Deer Hunt 2005 Season,XB,2002,Racing,Atari,0.09,0.02,0,0,0.11
8615,SplashDown,XB,2010,Sports,Codemasters,0,0.1,0,0.02,0.11
8616,International Cricket 2010,X360,1995,Strategy,Tecmo Koei,0,0,0.11,0,0.11
8617,Nobunaga no Yabou: Tenshoki,SAT,2000,Racing,Video System,0.06,0.04,0,0.01,0.11
8618,F1 Racing Championship,PS,2004,Shooter,Atari,0.09,0.02,0,0,0.11
8619,Dead Man's Hand,XB,2003,Racing,Metro 3D,0.06,0.04,0,0.01,0.11
8620,Smash Cars,PS2,2008,Simulation,Atari,0.11,0,0,0.01,0.11
8621,My Farm Around the World,DS,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11
8622,NASCAR 07,PS2,2010,Action,Activision,0.06,0.03,0,0.02,0.11
8623,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Misc,Namco Bandai Games,0.11,0,0,0.01,0.11
8624,Namco Museum Megamix,Wii,2010,Misc,Ubisoft,0.11,0,0,0.01,0.11
8625,The Amazing Race,Wii,2010,Strategy,PopCap Games,0.11,0,0,0.01,0.11
8626,Plants vs. Zombies,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01,0.11
8627,Eat Lead: The Return of Matt Hazard,X360,2009,Simulation,Rising Star Games,0.06,0.01,0.05,0.01,0.11
8628,Harvest Moon: Hero of Leaf Valley,PSP,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
8629,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,2006,Fighting,Sega,0,0,0.11,0,0.11
8630,Melty Blood: Act Cadenza,PS2,2012,Role-Playing,Deep Silver,0.03,0.06,0.01,0.02,0.11
8631,Risen 2: Dark Waters,PS3,2007,Role-Playing,Sting,0.05,0.04,0.02,0.01,0.11
8632,Dokapon Kingdom,PS2,2005,Platform,Namco Bandai Games,0.11,0,0,0.01,0.11
8633,Pac-Man World 3,DS,2010,Shooter,City Interactive,0,0.09,0,0.02,0.11
8634,Sniper: Ghost Warrior,PC,2002,Action,Sega,0.09,0.02,0,0,0.11
8635,ToeJam & Earl III: Mission to Earth,XB,2002,Role-Playing,Atari,0.08,0.03,0,0,0.11
8636,Phantasy Star Collection,GBA,1998,Adventure,Data East,0,0,0.11,0,0.11
8637,Doukoku Shoshite...,SAT,2004,Action,THQ,0.08,0.03,0,0,0.11
8638,LEGO Knights' Kingdom,GBA,2007,Platform,System 3 Arcade Software,0.11,0,0,0.01,0.11
8639,Impossible Mission,DS,2007,Action,Namco Bandai Games,0,0,0.11,0,0.11
8640,Retro Game Challenge,DS,2002,Sports,Acclaim Entertainment,0.08,0.03,0,0,0.11
8641,NBA Jam 2002,GBA,2005,Role-Playing,Sega,0.06,0.04,0,0.01,0.11
8642,Shining Force NEO,PS2,2004,Shooter,Global Star,0.09,0.02,0,0,0.11
8643,Army Men: Sarge's War,XB,2008,Simulation,Deep Silver,0.1,0,0,0.01,0.11
8644,Horse Life Adventures,Wii,2012,Action,Electronic Arts,0.09,0.01,0,0.01,0.11
8645,Mass Effect Trilogy,X360,1994,Fighting,Time Warner Interactive,0.06,0.04,0,0.01,0.11
8646,Primal Rage,PS,2006,Sports,Electronic Arts,0.09,0.02,0,0,0.11
8647,FIFA Street 2,GC,2010,Action,Namco Bandai Games,0,0,0.11,0,0.11
8648,Heart Catch PreCure! Oshare Collection,DS,2006,Fighting,Konami Digital Entertainment,0.06,0.01,0.04,0.01,0.11
8649,Rumble Roses XX,X360,2005,Misc,Empire Interactive,0.06,0.04,0,0.01,0.11
8650,Taito Legends,PS2,2002,Shooter,Ubisoft,0.08,0.03,0,0,0.11
8651,Tom Clancy's Rainbow Six: Rogue Spear,GBA,1999,Fighting,SouthPeak Games,0.06,0.04,0,0.01,0.11
8652,BoomBots,PS,N/A,Strategy,Bethesda Softworks,0.06,0.04,0,0.01,0.11
8653,Star Trek: Conquest,PS2,2010,Action,Activision,0.09,0.02,0,0.01,0.11
8654,How to Train Your Dragon,X360,2004,Sports,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
8655,World Championship Rugby,PS2,2007,Racing,THQ,0.1,0,0,0.01,0.11
8656,MX vs. ATV Untamed,DS,2004,Shooter,Microsoft Game Studios,0.08,0.02,0,0,0.11
8657,Phantom Dust,XB,1998,Adventure,Gainax Network Systems,0,0,0.11,0.01,0.11
8658,Shinseiki Evangelion: Koutetsu no Girlfriend,PS,2008,Shooter,Ubisoft,0.1,0,0,0.01,0.11
8659,Brothers in Arms: Double Time,Wii,2007,Simulation,Game Life,0.09,0.01,0,0.01,0.11
8660,Horse Life,DS,2010,Action,Tecmo Koei,0,0,0.11,0,0.11
8661,Shin Sangoku Musou: Multi Raid 2,PSP,2003,Role-Playing,Atlus,0.06,0.04,0,0.01,0.11
8662,Growlanser Generations,PS2,2004,Misc,THQ,0.1,0,0,0.01,0.11
8663,Ping Pals,DS,2003,Misc,Capcom,0.08,0.03,0,0,0.11
8664,Mega Man Battle Chip Challenge,GBA,2009,Adventure,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.11
8665,The Clique: Diss and Make Up,DS,2011,Sports,Take-Two Interactive,0.03,0.07,0,0.01,0.11
8666,Top Spin 4,Wii,2005,Shooter,Vivendi Games,0.06,0.04,0,0.01,0.11
8667,Cold Winter,PS2,2000,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11
8668,Ring of Red,PS2,1999,Sports,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11
8669,International Track & Field 2000,PS,2005,Action,THQ,0.08,0.02,0,0,0.11
8670,Stubbs the Zombie in Rebel Without a Pulse,XB,2003,Action,Kemco,0.08,0.02,0,0,0.11
8671,Batman: Dark Tomorrow,XB,2007,Shooter,Activision,0.1,0,0,0.01,0.11
8672,Soldier of Fortune: Payback,PS3,2002,Racing,Acclaim Entertainment,0.09,0.02,0,0,0.11
8673,18 Wheeler: American Pro Trucker,GC,2011,Sports,Sega,0.04,0.06,0,0.01,0.11
8674,Virtua Tennis 4,Wii,2010,Misc,Activision,0.1,0,0,0.01,0.11
8675,Dreamworks 2-in-1 Party Pack,DS,2008,Misc,Namco Bandai Games,0.06,0.04,0,0.01,0.11
8676,Naruto Ultimate Collection,PS2,2000,Fighting,SNK,0,0,0.11,0.01,0.11
8677,The King of Fighters '99,PS,1997,Shooter,BMG Interactive Entertainment,0.06,0.04,0,0.01,0.11
8678,Mass Destruction,PS,2012,Fighting,Nintendo,0.04,0.01,0.05,0,0.11
8679,Tekken 3D: Prime Edition,3DS,1998,Adventure,Sega,0,0,0.11,0,0.11
8680,Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,2003,Action,Ubisoft,0.08,0.02,0,0,0.11
8681,Batman: Rise of Sin Tzu,XB,2009,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11
8682,Queen's Blade: Spiral Chaos,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.03,0,0.02,0.11
8683,The Lord of the Rings: Aragorn's Quest,PS3,1994,Sports,Konami Digital Entertainment,0,0,0.11,0.01,0.11
8684,Jikkyou Powerful Pro Yakyuu '95,PS,2005,Action,Global Star,0.08,0.02,0,0,0.11
8685,Spy vs Spy,XB,2006,Sports,Take-Two Interactive,0.1,0,0,0.01,0.11
8686,College Hoops 2K6,X360,2009,Adventure,D3Publisher,0.06,0.04,0,0.01,0.11
8687,Coraline,PS2,1996,Racing,Sega,0,0,0.11,0,0.11
8688,Sega Touring Car Championship,SAT,2005,Action,Ubisoft,0.06,0.04,0,0.01,0.11
8689,Cold Fear,PS2,2006,Adventure,Sony Computer Entertainment,0.1,0,0,0.01,0.11
8690,Neopets Petpet Adventures: The Wand of Wishing,PSP,2009,Racing,Codemasters,0.06,0.04,0,0.01,0.11
8691,DiRT 2,DS,2010,Action,Nintendo,0,0,0.11,0,0.11
8692,Zangeki no Reginleiv,Wii,2010,Action,THQ,0.06,0.04,0,0.01,0.11
8693,Darksiders,PC,2006,Misc,Daito,0,0,0.11,0,0.11
8694,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,2009,Puzzle,THQ,0.1,0,0,0.01,0.11
8695,Are You Smarter than a 5th Grader? Game Time,X360,2002,Sports,Midway Games,0.08,0.02,0,0,0.11
8696,NHL Hitz 20-03,XB,2002,Shooter,From Software,0.04,0.01,0.06,0,0.11
8697,Murakumo: Renegade Mech Pursuit,XB,2005,Platform,Namco Bandai Games,0.09,0,0.02,0.01,0.11
8698,Pac 'n Roll,DS,2002,Shooter,Rage Software,0.08,0.02,0,0,0.11
8699,Gun Metal,XB,2008,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
8700,Pro Yakyuu Spirits 5,PS3,2002,Shooter,Universal Interactive,0.09,0.02,0,0,0.11
8701,BloodRayne,GC,2009,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11
8702,Karaoke Revolution,X360,2005,Shooter,SNK Playmore,0.05,0.04,0,0.01,0.11
8703,Metal Slug 4 & 5,PS2,1999,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
8704,ECW Anarchy Rulz,PS,2002,Fighting,Namco Bandai Games,0,0,0.1,0.01,0.11
8705,InuYasha: A Feudal Fairy Tale,PS,2007,Sports,Rising Star Games,0.08,0,0.03,0.01,0.11
8706,Super Swing Golf Season 2,Wii,2005,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
8707,J-League Winning Eleven 9: Asia Championship,PS2,2002,Action,Ubisoft,0.08,0.03,0,0,0.11
8708,Sabrina The Teenage Witch: Potion Commotion,GBA,2007,Simulation,O3 Entertainment,0.1,0,0,0.01,0.11
8709,Pocket Pets,DS,2004,Strategy,Atari,0.08,0.03,0,0,0.11
8710,Yu Yu Hakusho: Tournament Tactics,GBA,2005,Misc,Zoo Digital Publishing,0.08,0.03,0,0,0.11
8711,Pac-Man Pinball Advance,GBA,2002,Sports,Sega,0.09,0.02,0,0,0.11
8712,Home Run King,GC,2011,Adventure,Aqua Plus,0,0,0.11,0,0.11
8713,To Heart 2: Dungeon Travelers,PSP,2011,Fighting,THQ,0.05,0.04,0,0.01,0.11
8714,WWE All Stars,PS2,2007,Sports,Konami Digital Entertainment,0,0,0.11,0,0.11
8715,MLB Power Pros,PS2,2008,Racing,Activision,0.1,0.01,0,0.01,0.11
8716,SCORE International Baja 1000: The Official Game,X360,1995,Misc,Sega,0,0,0.11,0,0.11
8717,Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,2007,Strategy,Nintendo,0,0,0.11,0,0.11
8718,Kousoku Card Battle: Card Hero,DS,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0,0.01,0.11
8719,AirForce Delta Strike,PS2,2008,Adventure,Konami Digital Entertainment,0,0,0.11,0,0.11
8720,Tokimeki Memorial: Girl's Side 2nd Season,DS,2002,Platform,Ubisoft,0.08,0.03,0,0,0.11
8721,Disney's Peter Pan: Return to Never Land,GBA,2007,Racing,Midway Games,0.1,0,0,0.01,0.11
8722,Cruis'n,Wii,2007,Shooter,Activision,0.1,0,0,0.01,0.11
8723,History Channel: Battle for the Pacific,Wii,2003,Platform,THQ,0.08,0.02,0,0,0.11
8724,The Fairly Odd Parents: Breakin Da Rules,XB,2002,Fighting,Capcom,0.09,0.02,0,0,0.11
8725,Capcom vs. SNK 2 EO,GC,2011,Shooter,Unknown,0.1,0,0,0.01,0.11
8726,Heavy Fire: Afghanistan,PS3,2002,Racing,THQ,0.09,0.02,0,0,0.11
8727,Hot Wheels Velocity X,GC,2008,Adventure,Unknown,0.1,0,0,0.01,0.11
8728,Mystery P.I. - Portrait of a Thief,DS,2002,Shooter,Konami Digital Entertainment,0.08,0.03,0,0,0.11
8729,Contra Advance: The Alien Wars EX,GBA,2002,Strategy,3DO,0.05,0.04,0,0.01,0.11
8730,Army Men: RTS,PS2,2007,Simulation,Namco Bandai Games,0,0,0.11,0,0.11
8731,Mobile Suit Gundam: MS Sensen 0079,Wii,2009,Misc,Activision,0.1,0.01,0,0.01,0.11
8732,Science Papa,Wii,2005,Fighting,Midway Games,0.09,0.02,0,0,0.11
8733,Mortal Kombat: Deception,GC,2003,Sports,Sega,0.08,0.02,0,0,0.11
8734,ESPN NHL Hockey,XB,2008,Role-Playing,Eidos Interactive,0.05,0.04,0,0.01,0.11
8735,Monster Lab,PS2,2002,Action,Activision,0.08,0.03,0,0,0.11
8736,XXX,GBA,1997,Shooter,GT Interactive,0.06,0.04,0,0.01,0.11
8737,Maximum Force,PS,2004,Strategy,Acclaim Entertainment,0.05,0.04,0,0.01,0.11
8738,Worms Forts: Under Siege,PS2,N/A,Adventure,Unknown,0.1,0,0,0.01,0.11
8739,The Daring Game for Girls,DS,2010,Role-Playing,Focus Home Interactive,0.09,0.01,0,0.01,0.11
8740,Divinity II: The Dragon Knight Saga,X360,2008,Action,Mindscape,0.09,0.01,0,0.01,0.11
8741,Syberia,DS,2008,Racing,Activision,0.1,0,0,0.01,0.11
8742,Pimp My Ride,Wii,2012,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11
8743,Summon Night 3,PSP,2010,Racing,Deep Silver,0.06,0.04,0,0.01,0.11
8744,nail'd,X360,2011,Adventure,Ubisoft,0.07,0.03,0,0.01,0.11
8745,NCIS,Wii,2005,Action,Eidos Interactive,0.08,0.02,0,0,0.11
8746,Project: Snowblind,XB,2010,Misc,THQ,0.1,0,0,0.01,0.11
8747,Drawn to Life Collection,DS,2006,Sports,Activision,0.1,0,0,0.01,0.11
8748,Cabela's Alaskan Adventure,X360,2009,Action,D3Publisher,0.05,0.04,0,0.01,0.11
8749,Astro Boy: The Video Game,PS2,2012,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0,0.01,0.11
8750,LEGO The Lord of the Rings,PSV,2003,Sports,Activision,0.08,0.02,0,0,0.11
8751,Disney's Extreme Skate Adventure,XB,2006,Role-Playing,Namco Bandai Games,0,0,0.11,0,0.11
8752,Tales of Phantasia (PS1 & PSP Versions),PSP,2003,Action,THQ,0.09,0.02,0,0,0.11
8753,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,2007,Action,Sega,0,0,0.11,0,0.11
8754,Kouchuu Ouja Mushi King: Super Collection,DS,2005,Action,Zoo Digital Publishing,0.08,0.03,0,0,0.11
8755,Pac-Man World 2,GBA,2008,Sports,Crave Entertainment,0.1,0,0,0.01,0.11
8756,PBR: Out of the Chute,Wii,2006,Misc,Nintendo,0.07,0.02,0.02,0,0.11
8757,Odama,GC,2005,Strategy,Ubisoft,0.1,0,0,0.01,0.11
8758,Battles of Prince of Persia,DS,2002,Shooter,Taito,0.05,0.04,0,0.01,0.11
8759,Mobile Light Force 2,PS2,2008,Misc,Ubisoft,0.1,0,0,0.01,0.11
8760,My Spanish Coach,PSP,2005,Action,Konami Digital Entertainment,0,0.01,0.1,0,0.11
8761,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2003,Simulation,Tecmo Koei,0.05,0.04,0,0.01,0.11
8762,Naval Ops: Warship Gunner,PS2,2008,Role-Playing,Nintendo,0,0,0.11,0,0.11
8763,Soma Bringer,DS,2005,Puzzle,Sony Computer Entertainment,0,0,0.11,0,0.11
8764,Go! Sudoku (JP sales),PSP,2009,Simulation,Electronic Arts,0.1,0,0,0.01,0.11
8765,Charm Girls Club: My Perfect Prom,DS,2006,Shooter,Eidos Interactive,0.08,0.02,0,0,0.11
8766,Bionicle Heroes,GC,2006,Platform,Ubisoft,0.1,0,0,0.01,0.11
8767,Open Season,X360,2003,Fighting,Ignition Entertainment,0.05,0.04,0,0.01,0.11
8768,The King of Fighters 2000/2001,PS2,2000,Racing,Activision,0.09,0.02,0,0,0.11
8769,Vigilante 8: 2nd Offense,N64,1999,Racing,Kemco,0.09,0.02,0,0,0.11
8770,Top Gear Rally 2,N64,1999,Platform,Ubisoft,0.09,0.02,0,0,0.11
8771,Tonic Trouble,N64,1997,Platform,Sunsoft,0.09,0.02,0,0,0.11
8772,Chameleon Twist,N64,1999,Sports,Atlus,0.09,0.02,0,0,0.11
8773,Snowboard Kids 2,N64,1998,Action,Acclaim Entertainment,0.06,0.04,0,0.01,0.11
8774,Batman & Robin,PS,1996,Adventure,Sega,0,0,0.11,0,0.11
8775,Lunacy,SAT,1999,Simulation,THQ,0.09,0.02,0,0,0.11
8776,Nuclear Strike 64,N64,1999,Action,Crave Entertainment,0.09,0.02,0,0,0.11
8777,Fighting Force 64,N64,1997,Action,GT Interactive,0.09,0.02,0,0,0.11
8778,Chopper Attack,N64,2011,Action,Tecmo Koei,0,0,0.11,0,0.11
8779,Shin Sangoku Musou 6 Special,PSP,2011,Adventure,THQ,0,0,0.11,0,0.11
8780,Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,2010,Sports,Crave Entertainment,0.1,0,0,0.01,0.11
8781,Deadliest Catch: Sea of Chaos,Wii,2010,Misc,Microsoft Game Studios,0,0.09,0,0.02,0.11
8782,Lips: I Love The 80s,X360,2009,Role-Playing,Gust,0.07,0,0.03,0.01,0.11
8783,Atelier Annie: Alchemists of Sera Island,DS,2005,Shooter,Electronic Arts,0.1,0,0,0.01,0.11
8784,GoldenEye: Rogue Agent,DS,2011,Misc,Electronic Arts,0.07,0.03,0,0.01,0.11
8785,Trivial Pursuit: Bet You Know It,Wii,1996,Fighting,Capcom,0,0,0.11,0,0.11
8786,Street Fighter Collection,SAT,2002,Shooter,Namco Bandai Games,0.05,0.04,0,0.01,0.11
8787,Ninja Assault,PS2,2008,Adventure,Atari,0.08,0.01,0,0.01,0.11
8788,Alone in the Dark: Inferno,PS3,2010,Sports,Ubisoft,0.07,0.03,0,0.01,0.11
8789,Shaun White Skateboarding,PS3,2000,Simulation,Swing! Entertainment,0.05,0.04,0,0.01,0.11
8790,GunGriffon Blaze,PS2,2007,Adventure,Alchemist,0,0,0.11,0,0.11
8791,Higurashi no Naku Koro ni Matsuri,PS2,2002,Sports,Xicat Interactive,0.05,0.04,0,0.01,0.11
8792,Top Angler: Real Bass Fishing,PS2,2008,Sports,Data Design Interactive,0.1,0,0,0.01,0.11
8793,Kidz Sports: Crazy Golf,Wii,2011,Simulation,Sony Computer Entertainment,0.03,0.05,0,0.02,0.11
8794,EyePet & Friends,PS3,2011,Misc,Activision,0.08,0.02,0,0.01,0.11
8795,Zoobles! Spring to Life!,DS,1999,Puzzle,Hasbro Interactive,0.06,0.04,0,0.01,0.11
8796,Breakout,PS,2007,Puzzle,Telegames,0.1,0,0,0.01,0.11
8797,Ultimate Puzzle Games: Sudoku Edition,DS,2004,Action,Acclaim Entertainment,0.05,0.04,0,0.01,0.11
8798,Alias,PS2,1997,Misc,Sega,0,0,0.11,0,0.11
8799,Sakura Taisen Hanagumi Tsuushin,SAT,2004,Adventure,Nintendo,0,0,0.11,0,0.11
8800,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,2010,Misc,Ubisoft,0,0.09,0,0.02,0.11
8801,Peppa Pig: Fun and Games,Wii,2011,Platform,Nippon Ichi Software,0.07,0.02,0.01,0.01,0.11
8802,Cave Story 3D,3DS,2010,Sports,Atari,0.1,0,0,0.01,0.11
8803,Backyard Sports: Sandlot Sluggers,Wii,2011,Action,THQ,0.06,0.04,0,0.01,0.11
8804,Kung Fu Panda 2,Wii,2012,Role-Playing,Square Enix,0,0,0.11,0,0.11
8805,Final Fantasy III,PSP,2008,Sports,D3Publisher,0.09,0.01,0,0.01,0.11
8806,Top Spin 3,DS,2011,Misc,Electronic Arts,0.1,0.01,0,0.01,0.11
8807,Family Game Night 4: The Game Show,Wii,2002,Sports,Simon & Schuster Interactive,0.08,0.02,0,0,0.11
8808,Outlaw Golf: Nine Holes of Christmas,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0,0,0.11
8809,NHL Rivals 2004,XB,2002,Fighting,Activision,0.08,0.02,0,0,0.11
8810,X-Men: Next Dimension,XB,1997,Racing,ASCII Entertainment,0.06,0.04,0,0.01,0.11
8811,Felony 11-79,PS,1999,Racing,Syscom,0.06,0.04,0,0.01,0.11
8812,Tyco RC: Assault with a Battery,PS,1993,Sports,Victor Interactive,0,0,0.11,0,0.11
8813,Classic Road,SNES,2009,Racing,Zoo Digital Publishing,0.1,0,0,0.01,0.11
8814,Yamaha Supercross,DS,2012,Shooter,Take-Two Interactive,0.09,0.01,0,0.01,0.11
8815,The Darkness II,PC,2010,Action,Activision,0.09,0.01,0,0.01,0.11
8816,GoldenEye 007 (2010),DS,1997,Role-Playing,Sega,0,0,0.11,0,0.11
8817,Panzer Dragoon Saga,SAT,2010,Adventure,THQ,0.06,0.03,0,0.02,0.11
8818,Megamind: Ultimate Showdown,PS3,2008,Shooter,Zoo Games,0.1,0,0,0.01,0.11
8819,Army Men: Soldiers of Misfortune,DS,2002,Action,Universal Interactive,0.08,0.02,0,0,0.11
8820,The Scorpion King: Rise of the Akkadian,GC,2006,Adventure,THQ,0.1,0,0,0.01,0.11
8821,Nicktoons: Unite!,DS,2000,Fighting,BAM! Entertainment,0.06,0.04,0,0.01,0.11
8822,Transformers: Beast Wars Transmetals,PS,N/A,Role-Playing,Unknown,0,0,0.11,0,0.11
8823,GiFTPiA,GC,2010,Action,Unknown,0.08,0.02,0,0.01,0.11
8824,Kid Adventures: Sky Captain,Wii,2010,Misc,THQ,0.1,0,0,0.01,0.11
8825,SpongeBob's Boating Bash,DS,2011,Misc,Namco Bandai Games,0.08,0.02,0,0.01,0.11
8826,Pac-Man Party 3D,3DS,2005,Adventure,Global Star,0.08,0.02,0,0,0.11
8827,Charlie and the Chocolate Factory,XB,2005,Racing,Majesco Entertainment,0.1,0,0,0.01,0.11
8828,ATV: Quad Frenzy,DS,2005,Action,SCi,0.05,0.04,0,0.01,0.11
8829,Constantine,PS2,2003,Strategy,Tecmo Koei,0.05,0.04,0,0.01,0.11
8830,Dynasty Tactics 2,PS2,2005,Sports,Valcon Games,0.05,0.04,0,0.01,0.11
8831,Real World Golf,PS2,1996,Sports,Sega,0,0,0.11,0,0.11
8832,Winter Heat,SAT,2004,Platform,Electronic Arts,0.08,0.02,0,0,0.11
8833,Ty the Tasmanian Tiger 2: Bush Rescue,XB,2002,Misc,Midway Games,0.08,0.02,0,0,0.11
8834,Defender,GC,2008,Misc,MTV Games,0.1,0,0,0.01,0.11
8835,Rock Band Track Pack Volume 2,PS3,2007,Sports,Ubisoft,0.02,0.06,0,0.03,0.11
8836,Surf's Up,PSP,2004,Adventure,THQ,0.08,0.02,0,0,0.11
8837,The Polar Express,GC,2002,Sports,Acclaim Entertainment,0.08,0.02,0,0,0.11
8838,BMX XXX,XB,2011,Sports,Activision,0.08,0.02,0,0.01,0.11
8839,Cabela's Survival: Shadows of Katmai,PS3,2005,Platform,Konami Digital Entertainment,0.1,0,0,0.01,0.11
8840,Frogger: Helmet Chaos,PSP,2001,Platform,TDK Mediactive,0.08,0.03,0,0,0.11
8841,Lady Sia,GBA,2009,Misc,MTV Games,0.05,0.04,0,0.01,0.11
8842,Rock Band: Metal Track Pack,PS2,2012,Action,Activision,0.1,0,0,0.01,0.11
8843,WipeOut 3 The Game,X360,2009,Sports,Destineer,0.1,0,0,0.01,0.11
8844,Tournament Pool,Wii,2011,Fighting,PQube,0.02,0.01,0.07,0.01,0.11
8845,BlazBlue: Continuum Shift II,PSP,2008,Action,THQ,0.07,0.03,0,0.01,0.11
8846,Destroy All Humans! Path of the Furon,X360,2004,Shooter,Global Star,0.05,0.04,0,0.01,0.11
8847,Robotech: Invasion,PS2,2003,Misc,Vivendi Games,0.08,0.02,0,0,0.11
8848,Dr. Seuss' The Cat in the Hat,XB,2009,Adventure,Nintendo,0,0,0.11,0,0.11
8849,Irozuki Tingle no Koi no Balloon Trip,DS,1994,Role-Playing,Square,0,0,0.11,0,0.11
8850,Final Fantasy I & II,NES,2003,Racing,BAM! Entertainment,0.08,0.02,0,0,0.11
8851,Starsky & Hutch,GC,1997,Strategy,NCS,0,0,0.11,0,0.11
8852,Langrisser IV,SAT,2011,Misc,Ubisoft,0.09,0.01,0,0.01,0.11
8853,Michael Jackson: The Experience 3D,3DS,2000,Racing,Codemasters,0.06,0.04,0,0.01,0.11
8854,FoxKids.com Micro Maniacs Racing,PS,2006,Action,Vivendi Games,0.09,0.01,0,0.01,0.11
8855,Eragon,X360,2009,Action,Majesco Entertainment,0.07,0.03,0,0.01,0.11
8856,Night at the Museum: Battle of the Smithsonian,X360,2008,Puzzle,THQ,0.1,0,0,0.01,0.11
8857,Merv Griffin's Crosswords,Wii,1997,Shooter,GameBank,0.06,0.04,0,0.01,0.11
8858,Hexen: Beyond Heretic,PS,2010,Role-Playing,Nippon Ichi Software,0.04,0,0.06,0,0.11
8859,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,PSP,2010,Misc,Take-Two Interactive,0.07,0.03,0,0.01,0.11
8860,Dora's Cooking Club,DS,1999,Misc,Midway Games,0.06,0.04,0,0.01,0.11
8861,Arcade Party Pak,PS,2010,Sports,Sony Computer Entertainment,0.1,0,0,0.01,0.11
8862,High Velocity Bowling,PS3,2007,Simulation,Ubisoft,0.08,0.01,0,0.01,0.11
8863,Blazing Angels 2: Secret Missions of WWII,PS3,2004,Puzzle,Namco Bandai Games,0,0,0.11,0,0.11
8864,Kotoba no Puzzle: Mojipittan Daijiten,PSP,2008,Shooter,Activision Value,0.1,0,0,0.01,0.11
8865,NPPL Championship Paintball 2009,X360,2008,Shooter,Moss,0.09,0,0.01,0.01,0.11
8866,Raiden IV,X360,2010,Racing,Konami Digital Entertainment,0.09,0.01,0,0.01,0.11
8867,Adrenalin Misfits,X360,2007,Action,Eidos Interactive,0.05,0.04,0,0.01,0.11
8868,Hitman Trilogy,PS2,2006,Misc,Square Enix,0,0,0.11,0,0.11
8869,Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2007,Misc,Konami Digital Entertainment,0.1,0,0,0.01,0.11
8870,Marvel Trading Card Game,DS,1999,Strategy,PopTop Software,0.06,0.04,0,0.01,0.11
8871,Railroad Tycoon II,PS,2005,Action,Konami Digital Entertainment,0.1,0,0,0.01,0.11
8872,Rengoku: The Tower of Purgatory,PSP,2009,Shooter,D3Publisher,0.09,0.01,0,0.01,0.11
8873,Eat Lead: The Return of Matt Hazard,PS3,2006,Adventure,THQ,0.1,0,0,0.01,0.11
8874,Avatar: The Last Airbender,PSP,2006,Simulation,Konami Digital Entertainment,0,0,0.11,0,0.11
8875,Kirarin * Revolution: Kira Kira Idol Audition,DS,1993,Role-Playing,TOHO,0,0,0.11,0,0.11
8876,Ranma 1/2: Akanekodan Teki Hihou,SNES,2007,Misc,Disney Interactive Studios,0.1,0,0,0.01,0.11
8877,The Cheetah Girls: Pop Star Sensations,DS,2009,Simulation,THQ,0.1,0,0,0.01,0.11
8878,Paws & Claws: Pet Resort,Wii,2010,Adventure,THQ,0.06,0.04,0,0.01,0.11
8879,Megamind: Ultimate Showdown,X360,2007,Sports,Take-Two Interactive,0.1,0,0,0.01,0.11
8880,The BIGS,PSP,2009,Misc,MTV Games,0.1,0,0,0.01,0.11
8881,Rock Band: Metal Track Pack,PS3,2012,Adventure,Sega,0,0,0.11,0,0.11
8882,Yakuza,PS3,1995,Misc,Sony Computer Entertainment,0,0,0.1,0.01,0.11
8883,Victory Zone,PS,2007,Puzzle,Crave Entertainment,0.1,0,0,0.01,0.11
