source,target
152535,6500473
220181,6500473
220181,6500316
556363,6500871
556363,6500316
220181,6500871
556363,6500316
220181,6481881
220181,6481881
525403,6500876
65301,6500887
556363,6500316
556363,6500871
556363,6499278
557331,6481881
220181,6481881
556363,6509855
55001,6572726
556363,6565775
515830,6572726
525403,6572584
525403,6572726
515830,6565775
525403,6572597
370248,6579223
370248,6580551
370248,6579223
370248,6580551
556363,6580551
515830,6567284
292562,6566359
427451,6567437
127890,6567437
240440,6567284
240440,6567437
197314,6567133
197314,6567437
197314,6567606
427451,6567284
525644,6565775
370248,6567140
427451,6567005
427451,6567202
370248,6572597
240440,6567140
370248,6565775
240440,6567005
65301,6567005
147784,6567487
147784,6567606
55001,6565775
498972,6565775
46613,6565775
427451,6565775
240440,6567047
370248,6565775
370248,6565810
160049,6565775
370248,6565775
370248,6567047
370248,6565775
427451,6565810
525403,6565810
526668,6565775
291300,6565775
526368,6565775
272340,6565775
54701,6565775
54701,6565781
197314,6565775
566894,6565775
167289,6565775
160067,6565775
160067,6565775
55029,6565775
240440,6565775
240440,6565810
240440,6565836
370227,6565775
563785,6565775
163872,6565775
165765,6565775
442871,6566186
442871,6566190
525403,6565941
240440,6566201
370248,6565810
65301,6566359
370248,6566359
525403,6566359
370248,6566359
525403,6566361
525403,6566375
65301,6566499
525403,6566525
427451,6566515
167289,6566375
449895,6566589
370248,6566499
240440,6566359
370248,6565775
370248,6566359
516522,6565775
370248,6568355
240440,6568015
240440,6568355
240440,6568026
564858,6567284
564858,6567437
525403,6569148
240440,6572597
147784,6569148
240440,6569751
370248,6569751
516522,6569852
240440,6569871
240440,6569873
370248,6569871
516522,6569906
240440,6569910
127890,6569910
515830,6569910
525644,6569871
240440,6569908
515830,6569908
515830,6565775
370248,6565775
557331,6565775
240440,6570036
55001,6572597
370248,6572597
167289,6566894
515830,6566894
240440,6570084
370248,6570084
370248,6570084
370248,6570036
526368,6570232
370248,6570232
240440,6570257
240440,6570260
240440,6570261
218737,6566359
55001,6572699
515830,6565775
55001,6572709
515830,6572709
55001,6571897
370248,6570232
525403,6571409
240440,6571409
515830,6572597
240440,6570316
525403,6572859
167289,6570232
370248,6571409
525644,6565775
240440,6571526
525403,6571825
567735,6565775
515830,6577037
370248,6565775
225845,6565775
370248,6570232
557331,6565775
370248,6565775
240440,6571825
525403,6571897
370248,6572859
55001,6572786
55001,6572735
525644,6565775
525644,6565775
370248,6577037
240440,6571924
567391,6565775
556398,6565775
370248,6571825
370248,6565775
525403,6577062
474927,6576658
370248,6572786
55001,6573085
515830,6573085
370248,6573085
240440,6576659
164837,6576658
559940,6565775
55001,6573126
556363,6577037
525403,6572962
525403,6573015
240440,6572700
161894,6573338
564762,6565775
564858,6567284
370248,6572700
370248,6565775
370248,6572700
370248,6573395
379568,6576372
564762,6565775
567531,6565775
474927,6573763
